Load in kN,Stud1_Axial-O,Stud1_Axial,Stud2_Axial-O,Stud2_Axial,Stud3_Axial-O,Stud3_Axial,Stud4_Axial-O,Stud4_Axial,Stud2_Top-O,Stud2_Top,Stud2_Mid-O,Stud2_Mid,Stud2_Bottom-O,Stud2_Bottom,Stud3_Top-O,Stud3_Top,Stud3_Mid-O,Stud3_Mid,Stud3_Bottom-O,Stud3_Bottom
49.88596752,10.234387,8.051845164,12.35494,9.751696757,13.327827,10.01118517,12.487018,8.360018083,3.224875,3.226517,5.494078,5.510498,5.553261,5.610731,3.454751,3.374294,5.806207,5.811133,5.697864,5.697864
50.03078193,10.27051,8.087968164,12.37136,9.768116757,13.368877,10.05223517,12.49687,8.369870083,3.221591,3.223233,5.510498,5.526918,5.605805,5.663275,3.451467,3.37101,5.812776,5.817702,5.724137,5.724137
50.17275283,10.290214,8.107672164,12.386138,9.782894757,13.395148,10.07850617,12.528067,8.401067083,3.234727,3.236369,5.513782,5.530202,5.694474,5.751944,3.451467,3.37101,5.819344,5.82427,5.822659,5.822659
50.39734313,10.304992,8.122450164,12.425545,9.822301757,13.441123,10.12448117,12.548591,8.421591083,3.234727,3.236369,5.571252,5.587672,5.694474,5.751944,3.458035,3.377578,5.871889,5.876815,5.822659,5.822659
50.74469093,10.308276,8.125734164,12.451817,9.848573757,13.477247,10.16060517,12.587178,8.460178083,3.244579,3.246221,5.74366,5.76008,5.704326,5.761796,3.454751,3.374294,6.055796,6.060722,5.825943,5.825943
50.82603091,10.333727,8.151185164,12.468237,9.864993757,13.501056,10.18441417,12.598672,8.471672083,3.264282,3.265924,5.750228,5.766648,5.733882,5.791352,3.467886,3.387429,6.055796,6.060722,5.857142,5.857142
50.9918336,10.341116,8.158574164,12.486298,9.883054757,13.516655,10.20001317,12.618375,8.491375083,3.270851,3.272493,5.753512,5.769932,5.773291,5.830761,3.454751,3.374294,6.059081,6.064007,5.917898,5.917898
51.16394598,10.357535,8.174993164,12.514212,9.910968757,13.54621,10.22956817,12.64793,8.520930083,3.264282,3.265924,5.763364,5.779784,5.802846,5.860316,3.444899,3.364442,6.055796,6.060722,5.921182,5.921182
51.40449429,10.373955,8.191413164,12.535557,9.932313757,13.582334,10.26569217,12.677485,8.550485083,3.270851,3.272493,5.787994,5.804414,5.819267,5.876737,3.458035,3.377578,6.055796,6.060722,5.917898,5.917898
51.45314329,10.393659,8.211117164,12.548693,9.945449757,13.598754,10.28211217,12.684053,8.557053083,3.277419,3.279061,5.789636,5.806056,5.829119,5.886589,3.461318,3.380861,6.059081,6.064007,5.917898,5.917898
51.64270418,10.398585,8.216043164,12.560187,9.956943757,13.608606,10.29196417,12.695547,8.568547083,3.274135,3.275777,5.802772,5.819192,5.878379,5.935849,3.458035,3.377578,6.059081,6.064007,5.921182,5.921182
51.77999792,10.415004,8.232462164,12.576607,9.973363757,13.621741,10.30509917,12.705399,8.578399083,3.274135,3.275777,5.815908,5.832328,5.917788,5.975258,3.458035,3.377578,6.055796,6.060722,5.937603,5.937603
51.81935653,10.42814,8.245598164,12.599595,9.996351757,13.649655,10.33301317,12.728386,8.601386083,3.277419,3.279061,5.812624,5.829044,5.990036,6.047506,3.448183,3.367726,6.059081,6.064007,6.05583,6.05583
52.15542316,10.448665,8.266123164,12.62915,10.02590676,13.680853,10.36421117,12.763689,8.636689083,3.274135,3.275777,5.930847,5.947267,5.99332,6.05079,3.451467,3.37101,6.193727,6.198653,6.05583,6.05583
52.35775059,10.467548,8.285006164,12.65378,10.05053676,13.70384,10.38719817,12.787497,8.660497083,3.280703,3.282345,6.016231,6.032651,5.999888,6.057358,3.461318,3.380861,6.269261,6.274187,6.05583,6.05583
52.55070923,10.480684,8.298142164,12.675126,10.07188276,13.723544,10.40690217,12.805558,8.678558083,3.274135,3.275777,6.016231,6.032651,6.016308,6.073778,3.458035,3.377578,6.269261,6.274187,6.065681,6.065681
52.69162113,10.492178,8.309636164,12.688262,10.08501876,13.743248,10.42660617,12.803917,8.676917083,3.30369,3.305332,6.029366,6.045786,6.157521,6.214991,3.454751,3.374294,6.269261,6.274187,6.197045,6.197045
52.63467681,10.495462,8.312920164,12.696471,10.09322776,13.754742,10.43810017,12.817051,8.690051083,3.313542,3.315184,6.042502,6.058922,6.170657,6.228127,3.458035,3.377578,6.269261,6.274187,6.197045,6.197045
52.71807568,10.500388,8.317846164,12.711249,10.10800576,13.766235,10.44959317,12.818694,8.691694083,3.310258,3.3119,6.042502,6.058922,6.183793,6.241263,3.464602,3.384145,6.269261,6.274187,6.197045,6.197045
52.86848425,10.520092,8.337550164,12.737521,10.13427776,13.77855,10.46190817,12.863847,8.736847083,3.313542,3.315184,6.04907,6.06549,6.196929,6.254399,3.451467,3.37101,6.269261,6.274187,6.197045,6.197045
53.12633906,10.533228,8.350686164,12.749015,10.14577176,13.792507,10.47586517,12.866311,8.739311083,3.313542,3.315184,6.058922,6.075342,6.203497,6.260967,3.451467,3.37101,6.269261,6.274187,6.197045,6.197045
53.20838495,10.543079,8.360537164,12.757225,10.15398176,13.805643,10.48900117,12.887656,8.760656083,3.326679,3.328321,6.062206,6.078626,6.210065,6.267535,3.461318,3.380861,6.269261,6.274187,6.197045,6.197045
53.1455573,10.541438,8.358896164,12.765434,10.16219076,13.810569,10.49392717,12.884372,8.757372083,3.326679,3.328321,6.058922,6.075342,6.213349,6.270819,3.458035,3.377578,6.269261,6.274187,6.200329,6.200329
53.27972801,10.548006,8.365464164,12.781854,10.17861076,13.826989,10.51034717,12.900792,8.773792083,3.323394,3.325036,6.062206,6.078626,6.223201,6.280671,3.444899,3.364442,6.269261,6.274187,6.197045,6.197045
53.4219884,10.577561,8.395019164,12.809767,10.20652376,13.849977,10.53333517,12.920496,8.793496083,3.323394,3.325036,6.141022,6.157442,6.341426,6.398896,3.451467,3.37101,6.321806,6.326732,6.344829,6.344829
53.74387188,10.585771,8.403229164,12.844249,10.24100576,13.884459,10.56781717,12.938557,8.811557083,3.329962,3.331604,6.3709,6.38732,6.36113,6.4186,3.464602,3.384145,6.548407,6.553333,6.344829,6.344829
54.00385435,10.600548,8.418006164,12.863953,10.26070976,13.899237,10.58259517,12.964828,8.837828083,3.323394,3.325036,6.374184,6.390604,6.433379,6.490849,3.453109,3.372652,6.551691,6.556617,6.423647,6.423647
54.32510037,10.62682,8.444278164,12.890224,10.28698076,13.923866,10.60722417,12.98289,8.855890083,3.349666,3.351308,6.407024,6.423444,6.459651,6.517121,3.451467,3.37101,6.551691,6.556617,6.436783,6.436783
54.33744022,10.644882,8.462340164,12.918138,10.31489476,13.955064,10.63842217,12.999309,8.872309083,3.356234,3.357876,6.42016,6.43658,6.499059,6.556529,3.435047,3.35459,6.554975,6.559901,6.436783,6.436783
54.70280041,10.65966,8.477118164,12.939483,10.33623976,13.971483,10.65484117,13.023939,8.896939083,3.359518,3.36116,6.439864,6.456284,6.574592,6.632062,3.444899,3.364442,6.554975,6.559901,6.568147,6.568147
54.96228293,10.677722,8.495180164,12.96904,10.36579676,14.002681,10.68603917,13.063345,8.936345083,3.372654,3.374296,6.544951,6.561371,6.607432,6.664902,3.444899,3.364442,6.648571,6.653497,6.584568,6.584568
55.13687606,10.681006,8.498464164,12.985459,10.38221576,14.022385,10.70574317,13.076481,8.949481083,3.36937,3.371012,6.669742,6.686162,6.614,6.67147,3.441615,3.361158,6.8177,6.822626,6.584568,6.584568
55.29551601,10.703994,8.521452164,13.003521,10.40027776,14.040447,10.72380517,13.087975,8.960975083,3.444902,3.446544,6.679594,6.696014,6.699385,6.756855,3.530282,3.449825,6.8177,6.822626,6.673238,6.673238
55.45380285,10.733549,8.551007164,13.018299,10.41505576,14.066718,10.75007617,13.097827,8.970827083,3.776585,3.778227,6.702582,6.719002,6.755213,6.812683,3.838977,3.75852,6.8177,6.822626,6.709363,6.709363
55.54762502,10.736833,8.554291164,13.034718,10.43147476,14.071645,10.75500317,13.115888,8.988888083,3.776585,3.778227,6.699298,6.715718,6.761781,6.819251,3.822557,3.7421,6.8177,6.822626,6.712647,6.712647
55.69158124,10.749969,8.567427164,13.051139,10.44789576,14.088885,10.77224317,13.124098,8.997098083,3.779869,3.781511,6.719002,6.735422,6.761781,6.819251,3.829125,3.748668,6.8177,6.822626,6.712647,6.712647
55.91766205,10.765568,8.583026164,13.074126,10.47088276,14.11762,10.80097817,13.149549,9.022549083,3.776585,3.778227,6.745274,6.761694,6.781486,6.838956,3.824199,3.743742,6.820984,6.82591,6.712647,6.712647
56.26692672,10.774599,8.592057164,13.095472,10.49222876,14.135682,10.81904017,13.165147,9.038147083,3.776585,3.778227,6.748558,6.764978,6.853734,6.911204,3.835693,3.755236,6.820984,6.82591,6.817738,6.817738
56.38635039,10.79266,8.610118164,13.118459,10.51521576,14.153744,10.83710217,13.194703,9.067703083,3.811067,3.812709,6.968585,6.985005,6.86687,6.92434,3.829125,3.748668,7.004892,7.009818,6.817738,6.817738
56.67880826,10.814007,8.631465164,13.134879,10.53163576,14.188225,10.87158317,13.211943,9.084943083,3.835697,3.837339,6.991572,7.007992,6.889858,6.947328,3.835693,3.755236,7.018028,7.022954,6.821022,6.821022
56.99147461,10.841921,8.659379164,13.166076,10.56283276,14.212034,10.89539217,13.248888,9.121888083,3.832413,3.834055,7.001424,7.017844,7.014651,7.072121,3.832409,3.751952,7.018028,7.022954,6.932681,6.932681
57.12557687,10.864908,8.682366164,13.189065,10.58582176,14.235843,10.91920117,13.252171,9.125171083,3.829129,3.830771,7.017844,7.034264,7.021219,7.078689,3.832409,3.751952,7.021313,7.026239,6.932681,6.932681
57.51632265,10.884612,8.702070164,13.21041,10.60716676,14.271966,10.95532417,13.278443,9.151443083,3.852117,3.853759,7.03098,7.0474,7.067195,7.124665,3.838977,3.75852,7.021313,7.026239,6.957311,6.957311
57.806231,10.901031,8.718489164,13.235039,10.63179576,14.29988,10.98323817,13.313745,9.186745083,3.868537,3.870179,7.076956,7.093376,7.182137,7.239607,3.825841,3.745384,7.021313,7.026239,7.06076,7.06076
57.86118969,10.915809,8.733267164,13.269521,10.66627776,14.334362,11.01772017,13.329343,9.202343083,3.881673,3.883315,7.099944,7.116364,7.20184,7.25931,3.845545,3.765088,7.037733,7.042659,7.06076,7.06076
58.26441797,10.938797,8.756255164,13.292509,10.68926576,14.358992,11.04235017,13.373676,9.246676083,3.901377,3.903019,7.359378,7.375798,7.293793,7.351263,3.838977,3.75852,7.313595,7.318521,7.159283,7.159283
58.26874203,10.940439,8.757897164,13.300719,10.69747576,14.377053,11.06041117,13.380244,9.253244083,3.914513,3.916155,7.362662,7.379082,7.326633,7.384103,3.825841,3.745384,7.310311,7.315237,7.175704,7.175704
58.53964291,10.966711,8.784169164,13.315497,10.71225376,14.396757,11.08011517,13.390096,9.263096083,3.914513,3.916155,7.365946,7.382366,7.336486,7.393956,3.829125,3.748668,7.310311,7.315237,7.175704,7.175704
58.73586661,10.976563,8.794021164,13.345052,10.74180876,14.432881,11.11623917,13.425398,9.298398083,3.927649,3.929291,7.398786,7.415206,7.366042,7.423512,3.845545,3.765088,7.310311,7.315237,7.175704,7.175704
59.05513181,10.989698,8.807156164,13.372966,10.76972276,14.459152,11.14251017,13.437713,9.310713083,3.927649,3.929291,7.398786,7.415206,7.487551,7.545021,3.845545,3.765088,7.316879,7.321805,7.303783,7.303783
59.33688235,11.014329,8.831787164,13.395954,10.79271076,14.488709,11.17206717,13.462342,9.335342083,3.937501,3.939143,7.431626,7.448046,7.510539,7.568009,3.830767,3.75031,7.313595,7.318521,7.303783,7.303783
59.45367812,11.029106,8.846564164,13.40909,10.80584676,14.508412,11.19177017,13.480403,9.353403083,3.950637,3.952279,7.441478,7.457898,7.530243,7.587713,3.838977,3.75852,7.310311,7.315237,7.303783,7.303783
59.62820249,11.042242,8.859700164,13.425509,10.82226576,14.524832,11.20819017,13.498465,9.371465083,3.960489,3.962131,7.628664,7.645084,7.553231,7.610701,3.829125,3.748668,7.536912,7.541838,7.310351,7.310351
59.81301297,11.060303,8.877761164,13.451781,10.84853776,14.556029,11.23938717,13.524737,9.397737083,3.970341,3.971983,7.727184,7.743604,7.6419,7.69937,3.832409,3.751952,7.599309,7.604235,7.428578,7.428578
60.23935686,11.092322,8.909780164,13.479694,10.87645076,14.585586,11.26894417,13.564144,9.437144083,3.973625,3.975267,7.769876,7.786296,7.661604,7.719074,3.832409,3.751952,7.599309,7.604235,7.428578,7.428578
60.38863766,11.107921,8.925379164,13.494472,10.89122876,14.595437,11.27879517,13.571533,9.444533083,3.983477,3.985119,7.779728,7.796148,7.671456,7.728926,3.835693,3.755236,7.599309,7.604235,7.428578,7.428578
60.45933876,11.112847,8.930305164,13.510893,10.90764976,14.621709,11.30506717,13.590416,9.463416083,3.983477,3.985119,7.83884,7.85526,7.82909,7.88656,3.832409,3.751952,7.596025,7.600951,7.569794,7.569794
60.73031322,11.119415,8.936873164,13.535522,10.93227876,14.646339,11.32969717,13.615044,9.488044083,3.986761,3.988403,7.845407,7.861827,7.842226,7.899696,3.845545,3.765088,7.596025,7.600951,7.569794,7.569794
60.99660056,11.147329,8.964787164,13.553584,10.95034076,14.670968,11.35432617,13.639674,9.512674083,4.009749,4.011391,7.858543,7.874963,7.84551,7.90298,3.832409,3.751952,7.599309,7.604235,7.573078,7.573078
61.27139881,11.171959,8.989417164,13.576571,10.97332776,14.698061,11.38141917,13.667587,9.540587083,4.032737,4.034379,7.868395,7.884815,7.907907,7.965377,3.838977,3.75852,7.599309,7.604235,7.645329,7.645329
61.52194887,11.186737,9.004195164,13.584781,10.98153776,14.728439,11.41179717,13.697142,9.570142083,4.049157,4.050799,8.088423,8.104843,7.973587,8.031057,3.832409,3.751952,7.835763,7.840689,7.707726,7.707726
61.54754555,11.203156,9.020614164,13.599559,10.99631576,14.744858,11.42821617,13.70371,9.576710083,4.049157,4.050799,8.101559,8.117979,7.980155,8.037625,3.829125,3.748668,7.835763,7.840689,7.707726,7.707726
61.54144664,11.203156,9.020614164,13.607769,11.00452576,14.748141,11.43149917,13.716846,9.589846083,4.065577,4.067219,8.104842,8.121262,7.993291,8.050761,3.832409,3.751952,7.829195,7.834121,7.71101,7.71101
61.70469981,11.219577,9.037035164,13.630757,11.02751376,14.769488,11.45284617,13.72013,9.593130083,4.065577,4.067219,8.14425,8.16067,8.009711,8.067181,3.832409,3.751952,7.835763,7.840689,7.71101,7.71101
62.06487807,11.235996,9.053454164,13.660312,11.05706876,14.792476,11.47583417,13.747222,9.620222083,4.072145,4.073787,8.17709,8.19351,8.101665,8.159135,3.848829,3.768372,7.837405,7.842331,7.888351,7.888351
62.18493889,11.2557,9.073158164,13.671806,11.06856276,14.810537,11.49389517,13.775957,9.648957083,4.072145,4.073787,8.196794,8.213214,8.167345,8.224815,3.825841,3.745384,7.835763,7.840689,7.917908,7.917908
62.27486337,11.260626,9.078084164,13.681657,11.07841376,14.824494,11.50785217,13.766105,9.639105083,4.078713,4.080355,8.196794,8.213214,8.170629,8.228099,3.829125,3.748668,7.835763,7.840689,7.917908,7.917908
62.6029926,11.281972,9.099430164,13.711214,11.10797076,14.846661,11.53001917,13.794018,9.667018083,4.098417,4.100059,8.329795,8.346215,8.180481,8.237951,3.838977,3.75852,8.029523,8.034449,7.921192,7.921192
62.79432354,11.298391,9.115849164,13.730918,11.12767476,14.876217,11.55957517,13.815363,9.688363083,4.124689,4.126331,8.367561,8.383981,8.246161,8.303631,3.894805,3.814348,8.065648,8.070574,7.954033,7.954033
62.98360008,11.308243,9.125701164,13.753905,11.15066176,14.894279,11.57763717,13.849845,9.722845083,4.689536,4.691178,8.426673,8.443093,8.272433,8.329903,4.423528,4.343071,8.068932,8.073858,7.954033,7.954033
63.29874719,11.334515,9.151973164,13.771967,11.16872376,14.907415,11.59077317,13.858055,9.731055083,4.689536,4.691178,8.433241,8.449661,8.374239,8.431709,4.430096,4.349639,8.065648,8.070574,7.970454,7.970454
63.42923611,11.357503,9.174961164,13.793313,11.19006976,14.932044,11.61540217,13.8794,9.752400083,4.689536,4.691178,8.620428,8.636848,8.449771,8.507241,4.443232,4.362775,8.311954,8.31688,7.977022,7.977022
63.71857094,11.368996,9.186454164,13.819585,11.21634176,14.961599,11.64495717,13.908955,9.781955083,4.686252,4.687894,8.669687,8.686107,8.508883,8.566353,4.439948,4.359491,8.34151,8.346436,7.980306,7.980306
64.06620308,11.3887,9.206158164,13.847498,11.24425476,14.999366,11.68272417,13.935227,9.808227083,4.715808,4.71745,8.702527,8.718947,8.567996,8.625466,4.436664,4.356207,8.344794,8.34972,7.986874,7.986874
64.38376219,11.406763,9.224221164,13.858991,11.25574776,15.009217,11.69257517,13.948363,9.821363083,4.715808,4.71745,8.702527,8.718947,8.577848,8.635318,4.436664,4.356207,8.34151,8.346436,7.986874,7.986874
64.31086468,11.419899,9.237357164,13.867202,11.26395876,15.030563,11.71392117,13.959857,9.832857083,4.72566,4.727302,8.705812,8.722232,8.643529,8.700999,4.43338,4.352923,8.344794,8.34972,7.990158,7.990158
64.41468313,11.424824,9.242282164,13.880337,11.27709376,15.043699,11.72705717,13.968066,9.841066083,4.732228,4.73387,8.945542,8.961962,8.69279,8.75026,4.436664,4.356207,8.577964,8.58289,7.986874,7.986874
64.67182723,11.438781,9.256239164,13.901684,11.29844076,15.058478,11.74183617,13.989412,9.862412083,4.732228,4.73387,8.963604,8.980024,8.715777,8.773247,4.436664,4.356207,8.581247,8.586173,7.990158,7.990158
64.76514914,11.456022,9.273480164,13.921387,11.31814376,15.076539,11.75989717,14.012399,9.885399083,4.728944,4.730586,8.978382,8.994802,8.797878,8.855348,4.439948,4.359491,8.581247,8.586173,7.990158,7.990158
65.01732659,11.486398,9.303856164,13.950943,11.34769976,15.114305,11.79766317,14.027176,9.900176083,4.755216,4.756858,8.998086,9.014506,8.853707,8.911177,4.443232,4.362775,8.584532,8.589458,7.990158,7.990158
65.3477258,11.508566,9.326024164,13.975572,11.37232876,15.148787,11.83214517,14.04688,9.919880083,4.768352,4.769994,9.201694,9.218114,8.994921,9.052391,4.454726,4.374269,8.781576,8.786502,7.990158,7.990158
65.67925792,11.523344,9.340802164,13.99035,11.38710676,15.158638,11.84199617,14.073152,9.946152083,4.768352,4.769994,9.244386,9.260806,9.014625,9.072095,4.44159,4.361133,8.811133,8.816059,7.993442,7.993442
65.89654797,11.543047,9.360505164,14.010054,11.40681076,15.179163,11.86252117,14.10517,9.978170083,4.788056,4.789698,9.257522,9.273942,9.126282,9.183752,4.446516,4.366059,8.814417,8.819343,7.990158,7.990158
65.93072947,11.559467,9.376925164,14.028116,11.42487276,15.202972,11.88633017,14.109274,9.982274083,4.794624,4.796266,9.280509,9.296929,9.185394,9.242864,4.4498,4.369343,8.814417,8.819343,7.990158,7.990158
66.16673782,11.561109,9.378567164,14.046178,11.44293476,15.230065,11.91342317,14.115021,9.988021083,4.809402,4.811044,9.280509,9.296929,9.205098,9.262568,4.453084,4.372627,8.814417,8.819343,7.990158,7.990158
66.44423274,11.567677,9.385135164,14.060956,11.45771276,15.237454,11.92081217,14.13883,10.01183008,4.804476,4.806118,9.457845,9.474265,9.290483,9.347953,4.443232,4.362775,9.00161,9.006536,7.990158,7.990158
66.68378599,11.580813,9.398271164,14.083943,11.48069976,15.263725,11.94708317,14.160176,10.03317608,4.804476,4.806118,9.549796,9.566216,9.32004,9.37751,4.443232,4.362775,9.060723,9.065649,7.990158,7.990158
66.7810104,11.587381,9.404839164,14.093795,11.49055176,15.275219,11.95857717,14.168385,10.04138508,4.834032,4.835674,9.572784,9.589204,9.431697,9.489167,4.443232,4.362775,9.067291,9.072217,7.990158,7.990158
66.82462431,11.593949,9.411407164,14.098721,11.49547776,15.287534,11.97089217,14.168385,10.04138508,4.82418,4.825822,9.579352,9.595772,9.446475,9.503945,4.4498,4.369343,9.070576,9.075502,7.990158,7.990158
66.7379652,11.590665,9.408123164,14.102005,11.49876176,15.286713,11.97007117,14.181521,10.05452108,4.827464,4.829106,9.579352,9.595772,9.454685,9.512155,4.439948,4.359491,9.067291,9.072217,7.990158,7.990158
66.67038231,11.59559,9.413048164,14.105289,11.50204576,15.293281,11.97663917,14.168385,10.04138508,4.830748,4.83239,9.579352,9.595772,9.454685,9.512155,4.446516,4.366059,9.064007,9.068933,7.990158,7.990158
66.62343428,11.59559,9.413048164,14.105289,11.50204576,15.294923,11.97828117,14.170027,10.04302708,4.827464,4.829106,9.582636,9.599056,9.451401,9.508871,4.446516,4.366059,9.070576,9.075502,7.993442,7.993442
66.6718725,11.593949,9.411407164,14.10693,11.50368676,15.285072,11.96843017,14.166744,10.03974408,4.8406,4.842242,9.582636,9.599056,9.454685,9.512155,4.456367,4.37591,9.067291,9.072217,7.990158,7.990158
66.63853956,11.598875,9.416333164,14.105289,11.50204576,15.293281,11.97663917,14.177416,10.05041608,5.366039,5.367681,9.582636,9.599056,9.454685,9.512155,4.978522,4.898065,9.064007,9.068933,7.993442,7.993442
66.61371753,11.598875,9.416333164,14.116783,11.51353976,15.304775,11.98813317,14.179059,10.05205908,5.366039,5.367681,9.579352,9.595772,9.461253,9.518723,4.971954,4.891497,9.064007,9.068933,7.993442,7.993442
66.83235575,11.608726,9.426184164,14.121709,11.51846576,15.309701,11.99305917,14.186447,10.05944708,5.366039,5.367681,9.582636,9.599056,9.464538,9.522008,4.978522,4.898065,9.064007,9.068933,7.993442,7.993442
66.76867055,11.602158,9.419616164,14.121709,11.51846576,15.317911,12.00126917,14.186447,10.05944708,5.362755,5.364397,9.784601,9.801021,9.480957,9.538427,4.980165,4.899708,9.257768,9.262694,7.990158,7.990158
66.7290276,11.6038,9.421258164,14.123351,11.52010776,15.309701,11.99305917,14.181521,10.05452108,5.366039,5.367681,9.796095,9.812515,9.480957,9.538427,4.978522,4.898065,9.264336,9.269262,7.993442,7.993442
66.68718855,11.602158,9.419616164,14.123351,11.52010776,15.318731,12.00208917,14.178238,10.05123808,5.366039,5.367681,9.796095,9.812515,9.480957,9.538427,4.971954,4.891497,9.264336,9.269262,7.993442,7.993442
66.75193275,11.610368,9.427826164,14.124992,11.52174876,15.327763,12.01112117,14.181521,10.05452108,5.369323,5.370965,9.792811,9.809231,9.484241,9.541711,4.96867,4.888213,9.261052,9.265978,7.993442,7.993442
66.9143332,11.616936,9.434394164,14.129919,11.52667576,15.329405,12.01276317,14.174953,10.04795308,5.366039,5.367681,9.796095,9.812515,9.484241,9.541711,4.975238,4.894781,9.264336,9.269262,7.993442,7.993442
67.01808289,11.615294,9.432752164,14.134844,11.53160076,15.33351,12.01686817,14.202867,10.07586708,5.372607,5.374249,9.792811,9.809231,9.520366,9.577836,4.9933,4.912843,9.264336,9.269262,7.993442,7.993442
67.07829226,11.62843,9.445888164,14.134844,11.53160076,15.340899,12.02425717,14.189731,10.06273108,5.375891,5.377533,9.796095,9.812515,9.599183,9.656653,4.965386,4.884929,9.264336,9.269262,7.993442,7.993442
67.07829226,11.630072,9.447530164,14.138128,11.53488476,15.345824,12.02918217,14.201225,10.07422508,5.372607,5.374249,9.792811,9.809231,9.599183,9.656653,4.981806,4.901349,9.264336,9.269262,7.990158,7.990158
67.32904828,11.639924,9.457382164,14.166042,11.56279876,15.35896,12.04231817,14.214361,10.08736108,5.366039,5.367681,9.802664,9.819084,9.612319,9.669789,4.975238,4.894781,9.261052,9.265978,7.990158,7.990158
67.29330783,11.641566,9.459024164,14.166042,11.56279876,15.360603,12.04396117,14.220929,10.09392908,5.369323,5.370965,9.828936,9.845356,9.625455,9.682925,4.975238,4.894781,9.264336,9.269262,7.990158,7.990158
67.24501676,11.64485,9.462308164,14.169326,11.56608276,15.372096,12.05545417,14.22257,10.09557008,5.372607,5.374249,9.832219,9.848639,9.625455,9.682925,4.978522,4.898065,9.264336,9.269262,7.990158,7.990158
67.21161506,11.651418,9.468876164,14.17261,11.56936676,15.365528,12.04888617,14.224212,10.09721208,5.372607,5.374249,9.832219,9.848639,9.622171,9.679641,4.981806,4.901349,9.264336,9.269262,7.990158,7.990158
67.47364677,11.651418,9.468876164,14.179178,11.57593476,15.375381,12.05873917,14.237348,10.11034808,5.375891,5.377533,9.832219,9.848639,9.628739,9.686209,4.981806,4.901349,9.264336,9.269262,7.990158,7.990158
67.5376854,11.657986,9.475444164,14.187388,11.58414476,15.386874,12.07023217,14.2472,10.12020008,5.369323,5.370965,9.832219,9.848639,9.632023,9.689493,4.973597,4.89314,9.264336,9.269262,7.990158,7.990158
67.49974372,11.659628,9.477086164,14.187388,11.58414476,15.385232,12.06859017,14.254589,10.12758908,5.372607,5.374249,9.832219,9.848639,9.638591,9.696061,4.965386,4.884929,9.264336,9.269262,7.990158,7.990158
67.59626224,11.654702,9.472160164,14.190672,11.58742876,15.395085,12.07844317,14.237348,10.11034808,5.375891,5.377533,9.832219,9.848639,9.717408,9.774878,4.96867,4.888213,9.26762,9.272546,7.990158,7.990158
67.61930941,11.666196,9.483654164,14.203808,11.60056476,15.406578,12.08993617,14.253768,10.12676808,5.369323,5.370965,9.835504,9.851924,9.730544,9.788014,4.975238,4.894781,9.261052,9.265978,7.990158,7.990158
68.18160401,11.700678,9.518136164,14.230079,11.62683576,15.434492,12.11785017,14.293174,10.16617408,5.389028,5.39067,10.099864,10.116284,9.776521,9.833991,4.96867,4.888213,9.53363,9.538556,7.993442,7.993442
68.41491633,11.718739,9.536197164,14.256351,11.65310776,15.460764,12.14412217,14.303847,10.17684708,5.425151,5.426793,10.206594,10.223014,9.783089,9.840559,4.975238,4.894781,9.596028,9.600954,7.990158,7.990158
68.74978194,11.733517,9.550975164,14.279339,11.67609576,15.487856,12.17121417,14.33094,10.20394008,5.430078,5.43172,10.239434,10.255854,9.809361,9.866831,4.971954,4.891497,9.602596,9.607522,7.993442,7.993442
69.07776915,11.746653,9.564111164,14.302327,11.69908376,15.514949,12.19830717,14.342434,10.21543408,5.431719,5.433361,10.259138,10.275558,9.829065,9.886535,4.981806,4.901349,9.612449,9.617375,7.993442,7.993442
69.29420647,11.764715,9.582173164,14.32203,11.71878676,15.528085,12.21144317,14.367063,10.24006308,5.444855,5.446497,10.28541,10.30183,9.842201,9.899671,4.971954,4.891497,9.628869,9.633795,7.993442,7.993442
69.54127525,11.779493,9.596951164,14.341734,11.73849076,15.552715,12.23607317,14.383483,10.25648308,5.441571,5.443213,10.515289,10.531709,9.852054,9.909524,4.96867,4.888213,9.865323,9.870249,7.993442,7.993442
69.68012826,11.799197,9.616655164,14.356512,11.75326876,15.574061,12.25741917,14.390872,10.26387208,5.46456,5.466202,10.541561,10.557981,9.858622,9.916092,4.975238,4.894781,9.863681,9.868607,7.9918,7.9918
69.8321054,11.813975,9.631433164,14.366363,11.76311976,15.585555,12.26891317,14.410575,10.28357508,5.46456,5.466202,10.554697,10.571117,9.86519,9.92266,4.96867,4.888213,9.862039,9.866965,7.993442,7.993442
70.09753969,11.832037,9.649495164,14.392635,11.78939176,15.602796,12.28615417,14.427816,10.30081608,5.477695,5.479337,10.626945,10.643365,9.888178,9.945648,4.975238,4.894781,9.917869,9.922795,7.993442,7.993442
70.34674125,11.846814,9.664272164,14.423833,11.82058976,15.644666,12.32802417,14.440951,10.31395108,5.477695,5.479337,10.778008,10.794428,9.93087,9.98834,4.971954,4.891497,10.065652,10.070578,7.993442,7.993442
70.51530905,11.869802,9.687260164,14.441895,11.83865176,15.666012,12.34937017,14.461476,10.33447608,5.480979,5.482621,10.883097,10.899517,9.957143,10.014613,4.971954,4.891497,10.12805,10.132976,7.993442,7.993442
70.79301474,11.887864,9.705322164,14.466525,11.86328176,15.689,12.37235817,14.485284,10.35828408,5.497399,5.499041,10.971765,10.988185,9.960426,10.017896,4.978522,4.898065,10.262697,10.267623,7.993442,7.993442
